umidade_solo,umidade_ambiente,temperatura,volume_agua,datahora
49,60,29.1,0.0,2023-11-23 03:00:00
50,60,29.0,0.0,2023-11-23 04:00:00
49,60,28.9,0.0,2023-11-23 05:00:00
55,60,28.9,11.28,2023-11-23 06:00:00
56,60,28.8,0.0,2023-11-23 07:00:00
62,63,28.9,0.0,2023-11-23 08:00:00
76,64,29.1,0.0,2023-11-23 09:00:00
70,62,29.5,0.0,2023-11-23 10:00:00
60,60,29.6,0.0,2023-11-23 11:00:00
58,60,29.8,0.0,2023-11-23 12:00:00
62,60,29.9,0.0,2023-11-23 13:00:00
56,59,29.9,0.0,2023-11-23 14:00:00
56,58,30.1,0.0,2023-11-23 15:00:00
55,58,30.2,0.0,2023-11-23 16:00:00
55,57,30.2,0.0,2023-11-23 17:00:00
58,58,30.1,11.28,2023-11-23 18:00:00
55,58,30.0,0.0,2023-11-23 19:00:00
54,58,29.8,0.0,2023-11-23 20:00:00
54,58,29.6,0.0,2023-11-23 21:00:00
54,59,29.5,0.0,2023-11-23 22:00:00
54,59,29.3,0.0,2023-11-23 23:00:00
54,58,29.1,0.0,2023-11-24 00:00:00
54,59,29.0,0.0,2023-11-24 01:00:00
54,58,28.8,0.0,2023-11-24 02:00:00
54,58,28.7,0.0,2023-11-24 03:00:00
54,58,28.6,0.0,2023-11-24 04:00:00
54,59,28.4,0.0,2023-11-24 05:00:00
60,59,28.4,11.28,2023-11-24 06:00:00
62,58,28.2,0.0,2023-11-24 07:00:00
68,60,27.6,0.0,2023-11-24 08:00:00
103,61,27.5,0.0,2023-11-24 09:00:00
91,62,27.0,0.0,2023-11-24 10:00:00
72,62,26.8,0.0,2023-11-24 11:00:00
65,61,27.1,0.0,2023-11-24 12:00:00
62,61,27.2,0.0,2023-11-24 13:00:00
60,65,27.2,0.0,2023-11-24 14:00:00
59,62,27.2,0.0,2023-11-24 15:00:00
60,59,27.1,0.0,2023-11-24 16:00:00
59,57,26.8,0.0,2023-11-24 17:00:00
59,55,26.7,11.28,2023-11-24 18:00:00
58,54,26.5,0.0,2023-11-24 19:00:00
58,53,26.3,0.0,2023-11-24 20:00:00
58,54,26.1,0.0,2023-11-24 21:00:00
58,54,25.9,0.0,2023-11-24 22:00:00
58,53,25.7,0.0,2023-11-24 23:00:00
58,54,25.6,0.0,2023-11-25 00:00:00
58,53,25.5,0.0,2023-11-25 01:00:00
57,54,25.4,0.0,2023-11-25 02:00:00
58,54,25.3,0.0,2023-11-25 03:00:00
58,54,25.1,0.0,2023-11-25 04:00:00
57,54,25.0,0.0,2023-11-25 05:00:00
57,54,24.9,11.26,2023-11-25 06:00:00
57,54,24.9,0.0,2023-11-25 07:00:00
57,54,24.9,0.0,2023-11-25 08:00:00
57,53,24.9,0.0,2023-11-25 09:00:00
56,53,24.9,0.0,2023-11-25 10:00:00
56,53,24.9,0.0,2023-11-25 11:00:00
57,53,25.0,0.0,2023-11-25 12:00:00
57,54,25.1,0.0,2023-11-25 13:00:00
57,55,25.0,0.0,2023-11-25 14:00:00
57,55,24.9,0.0,2023-11-25 15:00:00
57,56,24.8,0.0,2023-11-25 16:00:00
57,57,24.6,0.0,2023-11-25 17:00:00
57,57,24.5,11.28,2023-11-25 18:00:00
57,58,24.3,0.0,2023-11-25 19:00:00
57,57,24.2,0.0,2023-11-25 20:00:00
57,58,24.1,0.0,2023-11-25 21:00:00
57,58,24.0,0.0,2023-11-25 22:00:00
57,58,23.8,0.0,2023-11-25 23:00:00
57,58,23.7,0.0,2023-11-26 00:00:00
57,58,23.7,0.0,2023-11-26 01:00:00
57,58,23.6,0.0,2023-11-26 02:00:00
57,58,23.5,0.0,2023-11-26 03:00:00
58,58,23.4,0.0,2023-11-26 04:00:00
58,58,23.3,0.0,2023-11-26 05:00:00
58,58,23.2,11.28,2023-11-26 06:00:00
58,58,23.2,0.0,2023-11-26 07:00:00
58,58,23.3,0.0,2023-11-26 08:00:00
58,58,23.4,0.0,2023-11-26 09:00:00
58,58,23.6,0.0,2023-11-26 10:00:00
58,58,23.9,0.0,2023-11-26 11:00:00
58,58,24.1,0.0,2023-11-26 12:00:00
58,58,24.3,0.0,2023-11-26 13:00:00
58,59,24.4,0.0,2023-11-26 14:00:00
59,59,24.5,0.0,2023-11-26 15:00:00
59,59,24.7,0.0,2023-11-26 16:00:00
59,59,24.7,0.0,2023-11-26 17:00:00
59,59,24.8,11.28,2023-11-26 18:00:00
59,59,24.7,0.0,2023-11-26 19:00:00
59,59,24.7,0.0,2023-11-26 20:00:00
60,59,24.7,0.0,2023-11-26 21:00:00
60,59,24.7,0.0,2023-11-26 22:00:00
60,59,24.7,0.0,2023-11-26 23:00:00
60,59,24.6,0.0,2023-11-27 00:00:00
60,59,24.6,0.0,2023-11-27 01:00:00
60,59,24.5,0.0,2023-11-27 02:00:00
60,60,24.5,0.0,2023-11-27 03:00:00
61,60,24.4,0.0,2023-11-27 04:00:00
61,60,24.3,0.0,2023-11-27 05:00:00
59,60,24.3,11.28,2023-11-27 06:00:00
63,60,24.5,0.0,2023-11-27 07:00:00
64,60,24.8,0.0,2023-11-27 08:00:00
66,62,25.1,0.0,2023-11-27 09:00:00
66,63,25.6,0.0,2023-11-27 10:00:00
68,63,25.8,0.0,2023-11-27 11:00:00
70,63,26.0,0.0,2023-11-27 12:00:00
73,63,26.2,0.0,2023-11-27 13:00:00
74,63,26.3,0.0,2023-11-27 14:00:00
74,63,26.2,0.0,2023-11-27 15:00:00
74,66,26.3,0.0,2023-11-27 16:00:00
74,68,26.4,0.0,2023-11-27 17:00:00
74,68,26.3,11.28,2023-11-27 18:00:00
74,67,26.1,0.0,2023-11-27 19:00:00
74,66,26.0,0.0,2023-11-27 20:00:00
74,66,25.9,0.0,2023-11-27 21:00:00
73,66,25.8,0.0,2023-11-27 22:00:00
73,65,25.8,0.0,2023-11-27 23:00:00
74,65,25.7,0.0,2023-11-28 00:00:00
73,65,25.6,0.0,2023-11-28 01:00:00
73,65,25.6,0.0,2023-11-28 02:00:00
73,65,25.6,0.0,2023-11-28 03:00:00
73,64,25.5,0.0,2023-11-28 04:00:00
74,65,25.5,0.0,2023-11-28 05:00:00
73,65,25.5,11.29,2023-11-28 06:00:00
73,64,25.5,0.0,2023-11-28 07:00:00
72,67,25.8,0.0,2023-11-28 08:00:00
83,70,26.0,0.0,2023-11-28 09:00:00
89,71,26.2,0.0,2023-11-28 10:00:00
89,71,26.6,0.0,2023-11-28 11:00:00
88,68,26.9,0.0,2023-11-28 12:00:00
88,68,27.0,0.0,2023-11-28 13:00:00
87,68,27.0,0.0,2023-11-28 14:00:00
87,68,27.2,0.0,2023-11-28 15:00:00
87,67,27.4,0.0,2023-11-28 16:00:00
87,67,27.5,0.0,2023-11-28 17:00:00
86,67,27.5,0.0,2023-11-28 18:00:00
87,65,27.5,0.0,2023-11-28 19:00:00
86,65,27.4,0.0,2023-11-28 20:00:00
86,65,27.4,0.0,2023-11-28 21:00:00
86,64,27.4,0.0,2023-11-28 22:00:00
86,64,27.4,0.0,2023-11-28 23:00:00
85,64,27.2,0.0,2023-11-29 00:00:00
85,64,27.0,0.0,2023-11-29 01:00:00
85,64,26.9,0.0,2023-11-29 02:00:00
85,64,26.8,0.0,2023-11-29 03:00:00
84,64,26.6,0.0,2023-11-29 04:00:00
84,64,26.5,0.0,2023-11-29 05:00:00
84,64,26.4,9.05,2023-11-29 06:00:00
84,64,26.3,0.0,2023-11-29 07:00:00
83,66,26.4,0.0,2023-11-29 08:00:00
100,66,26.6,0.0,2023-11-29 09:00:00
97,67,26.6,0.0,2023-11-29 10:00:00
90,67,26.8,0.0,2023-11-29 11:00:00
89,66,27.0,0.0,2023-11-29 12:00:00
88,65,27.2,0.0,2023-11-29 13:00:00
88,65,27.2,0.0,2023-11-29 14:00:00
88,65,27.3,0.0,2023-11-29 15:00:00
88,64,27.4,0.0,2023-11-29 16:00:00
87,63,27.4,0.0,2023-11-29 17:00:00
87,64,27.4,0.0,2023-11-29 18:00:00
87,64,27.4,0.0,2023-11-29 19:00:00
87,64,27.3,0.0,2023-11-29 20:00:00
87,64,27.3,0.0,2023-11-29 21:00:00
86,64,27.2,0.0,2023-11-29 22:00:00
86,64,27.1,0.0,2023-11-29 23:00:00
86,64,27.0,0.0,2023-11-30 00:00:00
86,64,26.8,0.0,2023-11-30 01:00:00
86,64,26.7,0.0,2023-11-30 02:00:00
85,64,26.6,0.0,2023-11-30 03:00:00
85,64,26.5,0.0,2023-11-30 04:00:00
85,64,26.3,0.0,2023-11-30 05:00:00
86,64,26.4,9.05,2023-11-30 06:00:00
87,63,26.6,0.0,2023-11-30 07:00:00
88,64,27.4,0.0,2023-11-30 08:00:00
89,60,28.4,0.0,2023-11-30 09:00:00
88,58,28.9,0.0,2023-11-30 10:00:00
88,56,28.9,0.0,2023-11-30 11:00:00
88,58,29.0,0.0,2023-11-30 12:00:00
87,60,28.8,0.0,2023-11-30 13:00:00
87,59,29.0,0.0,2023-11-30 14:00:00
87,64,29.3,0.0,2023-11-30 15:00:00
87,58,29.5,0.0,2023-11-30 16:00:00
87,57,29.7,0.0,2023-11-30 17:00:00
87,58,29.7,0.0,2023-11-30 18:00:00
87,59,29.7,0.0,2023-11-30 19:00:00
87,59,29.7,0.0,2023-11-30 20:00:00
86,59,29.6,0.0,2023-11-30 21:00:00
86,59,29.7,0.0,2023-11-30 22:00:00
86,59,29.6,0.0,2023-11-30 23:00:00
86,59,29.6,0.0,2023-12-01 00:00:00
86,60,29.5,0.0,2023-12-01 01:00:00
86,60,29.4,0.0,2023-12-01 02:00:00
86,60,29.2,0.0,2023-12-01 03:00:00
86,60,29.0,0.0,2023-12-01 04:00:00
86,60,28.9,0.0,2023-12-01 05:00:00
86,60,28.8,9.05,2023-12-01 06:00:00
87,60,28.7,0.0,2023-12-01 07:00:00
86,60,28.8,0.0,2023-12-01 08:00:00
84,60,28.8,0.0,2023-12-01 09:00:00
84,59,29.2,0.0,2023-12-01 10:00:00
84,57,29.4,0.0,2023-12-01 11:00:00
84,54,29.7,0.0,2023-12-01 12:00:00
83,54,29.8,0.0,2023-12-01 13:00:00
83,55,30.0,0.0,2023-12-01 14:00:00
81,55,30.1,0.0,2023-12-01 15:00:00
80,55,30.4,0.0,2023-12-01 16:00:00
80,54,30.5,0.0,2023-12-01 17:00:00
81,54,30.6,5.66,2023-12-01 18:00:00
81,57,30.8,0.0,2023-12-01 19:00:00
80,60,31.0,0.0,2023-12-01 20:00:00
80,59,30.7,0.0,2023-12-01 21:00:00
80,57,30.5,0.0,2023-12-01 22:00:00
80,56,30.3,0.0,2023-12-01 23:00:00
80,56,30.1,0.0,2023-12-02 00:00:00
79,56,29.9,0.0,2023-12-02 01:00:00
79,56,29.7,0.0,2023-12-02 02:00:00
79,55,29.5,0.0,2023-12-02 03:00:00
78,55,29.4,0.0,2023-12-02 04:00:00
78,55,29.2,0.0,2023-12-02 05:00:00
79,56,29.1,9.05,2023-12-02 06:00:00
80,56,29.0,0.0,2023-12-02 07:00:00
80,55,29.0,0.0,2023-12-02 08:00:00
80,55,29.2,0.0,2023-12-02 09:00:00
79,56,29.4,0.0,2023-12-02 10:00:00
79,55,29.6,0.0,2023-12-02 11:00:00
79,55,29.8,0.0,2023-12-02 12:00:00
78,49,30.0,0.0,2023-12-02 13:00:00
78,48,30.4,0.0,2023-12-02 14:00:00
78,46,30.7,0.0,2023-12-02 15:00:00
77,44,30.9,0.0,2023-12-02 16:00:00
77,45,31.2,0.0,2023-12-02 17:00:00
78,46,31.2,9.05,2023-12-02 18:00:00
78,48,31.3,0.0,2023-12-02 19:00:00
78,48,31.2,0.0,2023-12-02 20:00:00
78,49,31.3,0.0,2023-12-02 21:00:00
78,50,31.2,0.0,2023-12-02 22:00:00
78,50,31.1,0.0,2023-12-02 23:00:00
78,51,31.1,0.0,2023-12-03 00:00:00
78,51,30.9,0.0,2023-12-03 01:00:00
77,51,30.8,0.0,2023-12-03 02:00:00
77,50,30.6,0.0,2023-12-03 03:00:00
77,51,30.4,0.0,2023-12-03 04:00:00
77,51,30.2,0.0,2023-12-03 05:00:00
78,51,30.1,9.05,2023-12-03 06:00:00
78,52,30.0,0.0,2023-12-03 07:00:00
78,52,30.1,0.0,2023-12-03 08:00:00
78,52,30.3,0.0,2023-12-03 09:00:00
78,52,30.4,0.0,2023-12-03 10:00:00
77,52,30.6,0.0,2023-12-03 11:00:00
77,52,30.7,0.0,2023-12-03 12:00:00
77,51,31.0,0.0,2023-12-03 13:00:00
76,48,31.3,0.0,2023-12-03 14:00:00
76,46,31.6,0.0,2023-12-03 15:00:00
76,45,31.9,0.0,2023-12-03 16:00:00
76,45,32.0,0.0,2023-12-03 17:00:00
76,46,32.1,9.05,2023-12-03 18:00:00
77,46,32.1,0.0,2023-12-03 19:00:00
77,47,32.1,0.0,2023-12-03 20:00:00
77,47,32.0,0.0,2023-12-03 21:00:00
77,47,31.9,0.0,2023-12-03 22:00:00
77,47,31.8,0.0,2023-12-03 23:00:00
76,47,31.7,0.0,2023-12-04 00:00:00
76,48,31.5,0.0,2023-12-04 01:00:00
76,48,31.2,0.0,2023-12-04 02:00:00
75,49,31.0,0.0,2023-12-04 03:00:00
75,49,30.8,0.0,2023-12-04 04:00:00
75,49,30.6,0.0,2023-12-04 05:00:00
75,50,30.5,9.05,2023-12-04 06:00:00
76,50,30.5,0.0,2023-12-04 07:00:00
76,49,30.5,0.0,2023-12-04 08:00:00
78,50,30.5,0.0,2023-12-04 09:00:00
78,50,31.0,0.0,2023-12-04 10:00:00
79,50,31.2,0.0,2023-12-04 11:00:00
79,50,31.6,0.0,2023-12-04 12:00:00
79,52,31.9,0.0,2023-12-04 13:00:00
79,55,32.3,0.0,2023-12-04 14:00:00
78,52,32.4,0.0,2023-12-04 15:00:00
78,51,32.4,0.0,2023-12-04 16:00:00
78,48,32.4,0.0,2023-12-04 17:00:00
79,49,32.4,12.05,2023-12-04 18:00:00
79,49,32.2,0.0,2023-12-04 19:00:00
79,49,32.0,0.0,2023-12-04 20:00:00
79,50,31.8,0.0,2023-12-04 21:00:00
79,51,31.7,0.0,2023-12-04 22:00:00
79,52,31.4,0.0,2023-12-04 23:00:00
78,52,31.2,0.0,2023-12-05 00:00:00
78,52,31.0,0.0,2023-12-05 01:00:00
78,52,30.8,0.0,2023-12-05 02:00:00
78,52,30.6,0.0,2023-12-05 03:00:00
78,53,30.4,0.0,2023-12-05 04:00:00
78,53,30.2,0.0,2023-12-05 05:00:00
79,53,30.2,12.05,2023-12-05 06:00:00
80,53,29.9,0.0,2023-12-05 07:00:00
80,54,29.4,0.0,2023-12-05 08:00:00
84,51,29.8,0.0,2023-12-05 09:00:00
83,52,29.8,0.0,2023-12-05 10:00:00
82,52,30.1,0.0,2023-12-05 11:00:00
82,52,30.3,0.0,2023-12-05 12:00:00
82,52,30.5,0.0,2023-12-05 13:00:00
82,52,30.6,0.0,2023-12-05 14:00:00
82,52,30.7,0.0,2023-12-05 15:00:00
79,53,30.8,0.0,2023-12-05 16:00:00
65,53,30.8,0.0,2023-12-05 17:00:00
59,53,30.7,12.05,2023-12-05 18:00:00
51,53,30.6,0.0,2023-12-05 19:00:00
48,53,30.5,0.0,2023-12-05 20:00:00
47,54,30.4,0.0,2023-12-05 21:00:00
46,54,30.3,0.0,2023-12-05 22:00:00
46,54,30.2,0.0,2023-12-05 23:00:00
46,54,30.1,0.0,2023-12-06 00:00:00
46,54,29.9,0.0,2023-12-06 01:00:00
45,54,29.8,0.0,2023-12-06 02:00:00
45,54,29.7,0.0,2023-12-06 03:00:00
45,55,29.6,0.0,2023-12-06 04:00:00
44,55,29.5,0.0,2023-12-06 05:00:00
45,55,29.5,12.05,2023-12-06 06:00:00
45,54,29.6,0.0,2023-12-06 07:00:00
44,54,29.7,0.0,2023-12-06 08:00:00
56,56,29.6,0.0,2023-12-06 09:00:00
88,54,30.2,0.0,2023-12-06 10:00:00
85,54,30.3,0.0,2023-12-06 11:00:00
84,54,30.3,0.0,2023-12-06 12:00:00
84,53,30.6,0.0,2023-12-06 13:00:00
83,53,30.9,0.0,2023-12-06 14:00:00
83,53,31.0,0.0,2023-12-06 15:00:00
82,59,31.4,0.0,2023-12-06 16:00:00
82,60,31.5,0.0,2023-12-06 17:00:00
82,57,31.5,0.0,2023-12-06 18:00:00
82,56,31.6,0.0,2023-12-06 19:00:00
82,56,31.6,0.0,2023-12-06 20:00:00
81,56,31.6,0.0,2023-12-06 21:00:00
81,55,31.6,0.0,2023-12-06 22:00:00
81,55,31.5,0.0,2023-12-06 23:00:00
81,55,31.4,0.0,2023-12-07 00:00:00
80,55,31.2,0.0,2023-12-07 01:00:00
80,55,31.1,0.0,2023-12-07 02:00:00
82,55,31.0,0.0,2023-12-07 03:00:00
81,55,30.9,0.0,2023-12-07 04:00:00
80,55,30.8,0.0,2023-12-07 05:00:00
81,54,30.8,11.29,2023-12-07 06:00:00
82,54,30.9,0.0,2023-12-07 07:00:00
82,54,31.1,0.0,2023-12-07 08:00:00
85,54,31.6,0.0,2023-12-07 09:00:00
84,51,32.0,0.0,2023-12-07 10:00:00
83,51,32.1,0.0,2023-12-07 11:00:00
83,50,32.4,0.0,2023-12-07 12:00:00
83,48,32.4,0.0,2023-12-07 13:00:00
83,47,32.1,0.0,2023-12-07 14:00:00
82,47,31.9,0.0,2023-12-07 15:00:00
82,48,31.9,0.0,2023-12-07 16:00:00
82,47,31.9,0.0,2023-12-07 17:00:00
82,46,31.7,0.0,2023-12-07 18:00:00
82,47,31.8,0.0,2023-12-07 19:00:00
81,48,31.8,0.0,2023-12-07 20:00:00
81,48,31.8,0.0,2023-12-07 21:00:00
81,48,31.7,0.0,2023-12-07 22:00:00
81,48,31.6,0.0,2023-12-07 23:00:00
81,49,31.5,0.0,2023-12-08 00:00:00
81,49,31.4,0.0,2023-12-08 01:00:00
81,50,31.3,0.0,2023-12-08 02:00:00
81,50,31.2,0.0,2023-12-08 03:00:00
81,50,31.0,0.0,2023-12-08 04:00:00
80,50,30.9,0.0,2023-12-08 05:00:00
80,51,30.8,11.28,2023-12-08 06:00:00
82,51,30.8,0.0,2023-12-08 07:00:00
82,53,30.5,0.0,2023-12-08 08:00:00
91,54,30.6,0.0,2023-12-08 09:00:00
